SUB-DISTRICT NAME,Area Name
Laukaha,Siktiahi
Laukaha,Prayagpur
Laukaha,Bagha Kusmar
Laukaha,Ekhatha
Laukaha,Parsahi Sirsia
Laukaha,Hinguwa
Laukaha,Barmotar Bhajnaha
Laukaha,Lachhmipur
Laukaha,Bandar Jhuli
Laukaha,Naraenpur
Laukaha,Majhaura
Laukaha,Pathrahi
Laukaha,Jhajhri
Laukaha,Bhajnaha
Laukaha,Balampatti
Laukaha,Basania
Laukaha,Madhopur
Laukaha,Baghmaria
Laukaha,Urhwa
Laukaha,Bauraha
Laukaha,Lahria
Laukaha,Bela
Laukaha,Siswar
Laukaha,Sihula
Laukaha,Jhanjpatti Doman
Laukaha,Kalripatti
Laukaha,Durgipatti
Laukaha,Hudra
Laukaha,Jhanjhpatti Asa
Laukaha,Anharban
Laukaha,Basdeopur
Laukaha,Piprahi
Laukaha,Chatarbhuj
Laukaha,Barkor
Laukaha,Tengrar
Laukahi,Singrahi
Laukahi,Atri
Laukahi,Harbhanga
Laukahi,Tharwahi
Laukahi,Tulsiahi
Laukahi,Nari
Laukahi,Mahadewa
Laukahi,Jamsar
Laukahi,Laukahi
Laukahi,Jhauri
Laukahi,Sonbarsa
Laukahi,Sanpataha
Laukahi,Piprahi
Laukahi,Kakahia
Laukahi,Chichorwa
Laukahi,Tharhi
Laukahi,Ladania
Laukahi,Kaluahi
Laukahi,Pipraun
Laukahi,Kariaut
Laukahi,Makhnaha
Laukahi,Andhramath
Laukahi,Bikramsher
Laukahi,Kukur Doura
Laukahi,Dakahi
Laukahi,Bolhar
Laukahi,Chandarpatti
Laukahi,Dharhara
Laukahi,Kulhadia
Laukahi,Jiroga
Laukahi,Bharphori
Laukahi,Neur
Laukahi,Burhbiko
Laukahi,Narindarpur
Laukahi,Barmotar
Laukahi,Mahadeomath
Laukahi,Gidrahi
Laukahi,Mahthour Got
Laukahi,Mahthoura
Laukahi,Dhanchhiha
Laukahi,Hardoarlaukaha
Laukahi,Kaudihar Laukahi
Laukahi,Baruwar
Laukahi,Rajarampatti
Laukahi,Narahi
Laukahi,Bajuband
Laukahi,Matahi
Laukahi,Jarauli
Laukahi,Harraha
Laukahi,Kusmahi
Laukahi,Kharagpur
Laukahi,Sakhua
Laukahi,Hariraha
Laukahi,Belahi Bhawanipur
Laukahi,Karharwa
Laukahi,Kachnarwa
Laukahi,Mansapur
Laukahi,Lachhmipur
Laukahi,Kuriban
Laukahi,Narahia
Laukahi,Mahdewa
Laukahi,Auraha
Laukahi,Sananpatti
Laukahi,Labtoli
Laukahi,Bhutaha
Laukahi,Bangawan
Phulparas,Bathnaha
Phulparas,Bharahi
Phulparas,Bahraha
Phulparas,Mainaha
Phulparas,Siswar
Phulparas,Bairiahi
Phulparas,Musharnia
Phulparas,Ramnagar
Phulparas,Gurgawan
Phulparas,Phulparas
Phulparas,Barhi
Phulparas,Murli
Phulparas,Mahathour
Phulparas,Inamat
Phulparas,Gangdhara
Phulparas,Gangdhara Barmotar
Phulparas,Jhakhrahi
Phulparas,Kala Patti
Phulparas,Dahapatti
Phulparas,Balua
Phulparas,Gatipatti
Phulparas,Harnath Patti
Phulparas,Dhanouja
Phulparas,Goriari
Phulparas,Hariari
Phulparas,Sugapatti
Phulparas,Gohuma Bairia
Phulparas,Sisauni
Phulparas,Murbala
Phulparas,Toufir
Phulparas,Amouja
Phulparas,Saini
Phulparas,Arazi Saini
Phulparas,Dharamdiha
Phulparas,Bachhauni
Phulparas,Jagatpur
Phulparas,Khargawan
Phulparas,Sijaulia
Phulparas,Baika
Phulparas,Laksena
Phulparas,Mahindwar
Phulparas,Az Rakbe Mahindwar
Babubarhi,Maheshwara
Babubarhi,Bagaul
Babubarhi,Ghonghaur
Babubarhi,Shyamsidhap
Babubarhi,Bhatgawan
Babubarhi,Madhwapur
Babubarhi,Bairia
Babubarhi,Satghara
Babubarhi,Mathkhudar Khala
Babubarhi,Murhadi
Babubarhi,Bela
Babubarhi,Tirhuta
Babubarhi,Bausi
Babubarhi,Chhaurahi
Babubarhi,Bhatchaura
Babubarhi,Baruwar
Babubarhi,Bishunpur
Babubarhi,Tola Barhmotar
Babubarhi,Hanumannagar
Babubarhi,Deora
Babubarhi,Sonmati
Babubarhi,Teghra
Babubarhi,Barail
Babubarhi,Mahatha Chauri
Babubarhi,Jatahi
Babubarhi,Madan Dobh
Babubarhi,Gosain Chauri
Babubarhi,Tola Agari
Babubarhi,Khojpur
Babubarhi,Bhojpatti
Babubarhi,Nabnagar
Babubarhi,Balirajpur
Babubarhi,Ramnipatti
Babubarhi,Kharagbani
Babubarhi,Pirhi
Babubarhi,Sonpatahi
Babubarhi,Barhi
Babubarhi,Dudahi
Babubarhi,Mafi Mahuahi
Babubarhi,Mahuahi
Babubarhi,Bikram Sher
Babubarhi,Dhamaura
Babubarhi,Jabdi
Babubarhi,Lohapipar
Babubarhi,Misraulia
Babubarhi,Jasrajpur
Babubarhi,Rahikpur
Babubarhi,Pachrukhi
Babubarhi,Garhi
Babubarhi,Barhara
Babubarhi,Arazi Az Rakbe Barhara
Babubarhi,Kulharia
Babubarhi,Parsa
Babubarhi,Bardaha
Babubarhi,Bardahi Barhara
Babubarhi,Basaha
Babubarhi,Jagarnathpur
Babubarhi,Sarara
Khajauli,Rasidpur
Khajauli,Dhoram
Khajauli,Barhmotar
Khajauli,Beta Kakarghati
Khajauli,Kothia
Khajauli,Darha
Khajauli,Thengha
Khajauli,Thahar
Khajauli,Sarabe
Khajauli,Sater
Khajauli,Lachhmipur
Khajauli,Nararh (Part In Kaluahi)
Khajauli,Mahua Ekdara
Khajauli,Biraul
Khajauli,Hathiahi
Khajauli,Datwar
Khajauli,Behta
Khajauli,Suki
Khajauli,Maina
Khajauli,Maniarwa
Khajauli,Inarwa
Khajauli,Khajauli
Khajauli,Madna
Khajauli,Akaspura
Khajauli,Hariswara
Khajauli,Kanhauli
Khajauli,Mahrajpur
Khajauli,Chandardih
Khajauli,Chandar Gobraura
Khajauli,Bhakua
Khajauli,Kormauli ( Part In Kaluahi )
Kaluahi,Nararh (Part In Khajauli)
Kaluahi,Barhamotar
Kaluahi,Pursaulia
Kaluahi,Kaziana
Kaluahi,Malmal
Kaluahi,Koluahi
Kaluahi,Harpur
Kaluahi,Keota
Kaluahi,Subhankarpur
Kaluahi,Loha
Kaluahi,Belahi
Kaluahi,Kumar Khat
Kaluahi,Dokahar
Kaluahi,Madhaipur
Kaluahi,Kormauli ( Part In Khajauli )
Kaluahi,Karpur
Kaluahi,Kaparia
Kaluahi,Dealpalo
Kaluahi,Palimohan
Kaluahi,Kalikapur
Benipatti,Kesuli
Benipatti,Manpaur
Benipatti,Ladaut
Benipatti,Mahamadpur
Benipatti,Barantpur
Benipatti,Teoth
Benipatti,Adhwari
Benipatti,Chak Bhedi
Benipatti,Khutauna
Benipatti,Salha
Benipatti,Deuri
Benipatti,Dhanauja
Benipatti,Arazi Uchaith
Benipatti,Uchaith
Benipatti,Jagat
Benipatti,Arazi Jagat
Benipatti,Kachhara
Benipatti,Betauna
Benipatti,Samada
Benipatti,Lorika
Benipatti,Sohraul
Benipatti,Chandpura
Benipatti,Chandpur Patti
Benipatti,Dhanukhi
Benipatti,Madhopur
Benipatti,Barri
Benipatti,Bishunpur
Benipatti,Agaropatti
Benipatti,Makea
Benipatti,Bishai Larugawan
Benipatti,Larugawan
Benipatti,Bhagwatipur
Benipatti,Agai
Benipatti,Bagwasa
Benipatti,Shahpur
Benipatti,Rampur
Benipatti,Bandolwa
Benipatti,Chholkara
Benipatti,Shivnagar
Benipatti,Sonhauli
Benipatti,Matrahari
Benipatti,Basaitha
Benipatti,Arazi Basaitha
Benipatti,Karhara
Benipatti,Uren
Benipatti,Ranipur
Benipatti,Najira
Benipatti,Meghban
Benipatti,Rajban
Benipatti,Pali
Benipatti,Damaodarpur
Benipatti,Ahpur
Benipatti,Ganguli
Benipatti,Balia
Benipatti,Gendaul
Benipatti,Andhri
Benipatti,Kataia
Benipatti,Bankata
Benipatti,Behata
Benipatti,Benipatti
Benipatti,Parsauna
Benipatti,Erua
Benipatti,Parkhauli Tikuli
Benipatti,Atrauli
Benipatti,Dhagjara
Benipatti,Chanpura
Benipatti,Chatra
Benipatti,Akuli
Benipatti,Depura
Benipatti,Barhampura
Benipatti,Dumra
Benipatti,Akaur
Benipatti,Nagwas
Benipatti,Karhi
Benipatti,Naokarhi
Benipatti,Az Rakbe Naokarhi
Benipatti,Hibba
Benipatti,Ektara
Benipatti,Mahua
Benipatti,Fakirana
Benipatti,Arazi Pandaul
Benipatti,Paraul
Benipatti,Parjuar
Benipatti,Dhanga
Benipatti,Arazi Paraul
Benipatti,Jhonjhi
Benipatti,Mureth
Benipatti,Bijalpura
Benipatti,Kapasia
Benipatti,Mirzapur
Benipatti,Pauna
Benipatti,Nagdah Balain
Benipatti,Kusmaul
Benipatti,Barmotar Lachchmipur
Benipatti,Arazi Anrer
Benipatti,Anrer
Benipatti,Bhaduli
Benipatti,Baijalpur
Benipatti,Kamrahi
Bisfi,Sibaul
Bisfi,Rathos
Bisfi,Bardaha
Bisfi,Madhpur
Bisfi,Jagban
Bisfi,Hiropatti
Bisfi,Janipur
Bisfi,Madhopur
Bisfi,Sarsoti
Bisfi,Tisi Narsam
Bisfi,Damla
Bisfi,Baingra
Bisfi,Balha
Bisfi,Marwa
Bisfi,Chahuta
Bisfi,Gorhaul
Bisfi,Jairampur
Bisfi,Sadullahpur
Bisfi,Dudhail
Bisfi,Raghauli
Bisfi,Usauth
Bisfi,Arazi Usauth
Bisfi,Singhia
Bisfi,Singhaso
Bisfi,Chaparia
Bisfi,Nurchak
Bisfi,Bisfi
Bisfi,Bherwa
Bisfi,Sakrari
Bisfi,Parohi
Bisfi,Patauna
Bisfi,Usrahi
Bisfi,Parsauni
Bisfi,Arazi Parsauni
Bisfi,Raghopur
Bisfi,Nahar Rupauli
Bisfi,Sohans
Bisfi,Raghepura
Bisfi,Ajnauli
Bisfi,Bajraha
Bisfi,Genaur
Bisfi,Kerwar
Bisfi,Az Rakbe Jafra
Bisfi,Jafra
Bisfi,Mokadampur
Bisfi,Belaunja
Bisfi,Chandarbana
Bisfi,Bhagauti
Bisfi,Marhia
Bisfi,Inamat
Bisfi,Khairi Banka
Bisfi,Dhepura
Bisfi,Aunsi Babhangawan
Bisfi,Bhoj Paraul
Bisfi,Simri
Bisfi,Salempur
Madhubani,Chandar Senpur
Madhubani,Dhelpurwa
Madhubani,Satlakha
Madhubani,Tala Lak Sayar
Madhubani,Sirampur
Madhubani,Hasanpur
Madhubani,Kamalpur
Madhubani,Kakraul
Madhubani,Kharauwa
Madhubani,Jagat
Madhubani,Patti Jagat
Madhubani,Ijrapatti  Jagat
Madhubani,Ijirapatti Jagat
Madhubani,Arazi Basauli
Madhubani,Gajwa Basauli
Madhubani,Basauli
Madhubani,Ijra
Madhubani,Malangia
Madhubani,Dumri
Madhubani,Harirampatti
Madhubani,Kokri
Madhubani,Rahika
Madhubani,Pokhrauni
Madhubani,Saurath
Madhubani,Jagatpur
Madhubani,Dhanuki Jagatpur
Madhubani,Sapta
Madhubani,Bhachhi
Madhubani,Lachhminagar
Madhubani,Kamat Bhawanipur
Madhubani,Jitwarpur
Madhubani,Bhoraha
Madhubani,Ram Khetri
Madhubani,Serma
Madhubani,Kanail
Madhubani,Nazirpur
Madhubani,Srichand
Madhubani,Baharban
Madhubani,Bhavara
Madhubani,Bhakhrauli
Madhubani,Katai
Madhubani,Khanjipur
Madhubani,Basuara
Madhubani,Khajuri
Madhubani,Rajahan
Madhubani,Kajiana
Madhubani,Ganeshpur
Madhubani,Fatehpur
Madhubani,Keshopur
Madhubani,Saidpur
Madhubani,Semuara
Madhubani,Dangar Bhitthi
Madhubani,Balia Bijauli
Madhubani,Birsar
Madhubani,Samaul
Madhubani,Sundarpur Bhitthi
Madhubani,Lakhanpatti
Madhubani,Nima
Madhubani,Belam
Madhubani,Balia
Madhubani,Sonaur
Madhubani,Az Rakbe Sankarpur
Madhubani,Sankarpur Gandhwar
Madhubani,Salha
Madhubani,Gandhwar
Madhubani,Mominpur
Madhubani,Mohiuddipur
Madhubani,Bhagirathpur
Madhubani,Tarachandpur
Madhubani,Lachhmipur
Madhubani,Maksuda
Madhubani,Dahibhat Dih
Madhubani,Salempur
Madhubani,Ale
Madhubani,Madhubani (Ct)
Pandaul,Mohanpur
Pandaul,Bhitthi
Pandaul,Sagarpur
Pandaul,Ajodhya
Pandaul,Makrampur
Pandaul,Narpatnagar
Pandaul,Kanakpur
Pandaul,Mohanbariam
Pandaul,Sakuri
Pandaul,Bikrampur Balia
Pandaul,Bahengra
Pandaul,Kalyanpur
Pandaul,Bhawanipur
Pandaul,Arazi Bhawanipur
Pandaul,Pandaul
Pandaul,Baturc (Pandaul)
Pandaul,Andah (Manoharpur)
Pandaul,Andah (Manmohanpur)
Pandaul,Shubhankarpur
Pandaul,Shankarpur
Pandaul,Harpur
Pandaul,Andah (Khajuri)
Pandaul,Majhaul
Pandaul,Shekhjore
Pandaul,Gurmha
Pandaul,Arazi Bhaur
Pandaul,Arazi Rampur
Pandaul,Shyampur
Pandaul,Bagban
Pandaul,Bhaur
Pandaul,Belahi
Pandaul,Fatehpur Ekdiha
Pandaul,Pacharhi
Pandaul,Bishunpur Murliahi
Pandaul,Dahibhat Madhopur
Pandaul,Dahibhat Narottam
Pandaul,Ramkhetari
Pandaul,Sripur Hati
Pandaul,Az Rakbe Nawhath
Pandaul,Nawhath
Pandaul,Khangaon
Pandaul,Ruchaul
Pandaul,Bathne
Pandaul,Kamlabari
Pandaul,Udaypur Bitthwar
Pandaul,Lachhmipur
Pandaul,Baraghoria
Pandaul,Baluaha
Pandaul,Bihnagar
Pandaul,Shekhpur
Pandaul,Dabhari
Pandaul,Shankar Sarai
Pandaul,Sankorth
Pandaul,Rampur
Pandaul,Lakshmipur
Pandaul,Madhopur
Pandaul,Isahpur
Pandaul,Pahalbadh
Pandaul,Gangauli
Pandaul,Sarso
Pandaul,Salempur
Pandaul,Biraul
Pandaul,Nahar
Pandaul,Bhagwatipur
Pandaul,Bhagwatipur Inamat
Pandaul,Haidarpur
Pandaul,Bijai
Rajnagar,Mangrauni
Rajnagar,Belhwar
Rajnagar,Thika Keonta
Rajnagar,Sipipatti
Rajnagar,Andipatti
Rajnagar,Madhubani Tol
Rajnagar,Meran
Rajnagar,Gauri Meran
Rajnagar,Lala Pur
Rajnagar,Palikhurd
Rajnagar,Karahia
Rajnagar,Pariharpur
Rajnagar,Kehunia
Rajnagar,Raghuni Dehat
Rajnagar,Az Rakbe Mangrauni
Rajnagar,Magarpatti
Rajnagar,Pilakhwar
Rajnagar,Ranti
Rajnagar,Koilakh
Rajnagar,Rampura
Rajnagar,Chaudhurana
Rajnagar,Parsa
Rajnagar,Rampatti
Rajnagar,Kaithahi
Rajnagar,Raghubirchak
Rajnagar,Mahinathpur
Rajnagar,Raghopur Balat
Rajnagar,Bheria Bishunpur
Rajnagar,Nabtoli
Rajnagar,Sonwari
Rajnagar,Barhmotra
Rajnagar,Az Rakbe Simri
Rajnagar,Mirzapur
Rajnagar,Chichri Buzurg
Rajnagar,Ghiwahi
Rajnagar,Simri
Rajnagar,Singiaun
Rajnagar,Kunwar
Rajnagar,Pachdahi
Rajnagar,Nakati
Rajnagar,Ratikar
Rajnagar,Mahuahi
Rajnagar,Khatukharika
Rajnagar,Bidyanagar
Rajnagar,Baht Simar
Rajnagar,Ladugaon
Rajnagar,Barahra Dakhli
Rajnagar,Barhara
Rajnagar,Majhuara
Rajnagar,Lagadih
Rajnagar,Bakuar
Rajnagar,Thikaha
Rajnagar,Koilpar
Rajnagar,Chichrikanungoe
Rajnagar,Kewan
Rajnagar,Patpara
Rajnagar,Ekma
Rajnagar,Beraghat
Rajnagar,Sugauna
Rajnagar,Nizamat
Rajnagar,Satghara (Ct)
Andhratharhi,Bithauni
Andhratharhi,Az Rakbe Chapahi
Andhratharhi,Chapahi
Andhratharhi,Gangdwar
Andhratharhi,Sihoria
Andhratharhi,Bedauli
Andhratharhi,Deohar
Andhratharhi,Gonauli
Andhratharhi,Kosbagaur
Andhratharhi,Nikta
Andhratharhi,Singiaun
Andhratharhi,Marukia
Andhratharhi,Dhagjari
Andhratharhi,Pastan
Andhratharhi,Gaur Andrha
Andhratharhi,Phulwaria
Andhratharhi,Basua
Andhratharhi,Dumra
Andhratharhi,Barsam
Andhratharhi,Rakhwari
Andhratharhi,Mangrauni
Andhratharhi,Siwa
Andhratharhi,Ghoghraria
Andhratharhi,Rajanpura
Andhratharhi,Tilai
Andhratharhi,Mailam
Andhratharhi,Sujaul
Andhratharhi,Bhaduar
Andhratharhi,Harna
Andhratharhi,Mahrail
Andhratharhi,Sisauni
Andhratharhi,Karnpur
Andhratharhi,Harri
Andhratharhi,Gandhraen
Andhratharhi,Gandhraen Barhmotar
Andhratharhi,Bhabham
Andhratharhi,Rudrapur
Andhratharhi,Nabnagar
Andhratharhi,Dumra Araji
Andhratharhi,Andhra Tharhi
Andhratharhi,Madna
Andhratharhi,Jamaila
Andhratharhi,Az Rakbe Maini
Andhratharhi,Maini
Andhratharhi,Jalsain
Andhratharhi,Nanaur
Andhratharhi,Alpura
Jhanjharpur,Kharrak
Jhanjharpur,Lohna
Jhanjharpur,Sarbsima
Jhanjharpur,Dubauli Khaira
Jhanjharpur,Naruar
Jhanjharpur,Amraha Raiam
Jhanjharpur,Mahinathpur
Jhanjharpur,Bali
Jhanjharpur,Arazi Bhawanipur
Jhanjharpur,Kishunpur Barsam
Jhanjharpur,Jamthar
Jhanjharpur,Rupauli
Jhanjharpur,Mohanpur
Jhanjharpur,Raiam
Jhanjharpur,Kothia Bharaul
Jhanjharpur,Ojhaul
Jhanjharpur,Narayanpur
Jhanjharpur,Nirbhapur
Jhanjharpur,Jhaua
Jhanjharpur,Chaupta
Jhanjharpur,Az Rakbe Chaupta
Jhanjharpur,Kako
Jhanjharpur,Shankarpur
Jhanjharpur,Santnagar
Jhanjharpur,Ramkhetari
Jhanjharpur,Khaira
Jhanjharpur,Khaira Shivottar
Jhanjharpur,Walipur
Jhanjharpur,Imadpatti
Jhanjharpur,Banaur
Jhanjharpur,Motipur
Jhanjharpur,Badsangahi
Jhanjharpur,Balni Mehath
Jhanjharpur,Sameya
Jhanjharpur,Partapur
Jhanjharpur,Mohna
Jhanjharpur,Mahespura
Jhanjharpur,Dholaha
Jhanjharpur,Mailchham
Jhanjharpur,Patti Itwa
Jhanjharpur,Tajpur
Jhanjharpur,Chora Mahrail
Jhanjharpur,Rawarhi
Jhanjharpur,Sindurpura
Jhanjharpur,Kanakpura
Jhanjharpur,Pauram
Jhanjharpur,Chanauraganj
Jhanjharpur,Majhaura
Jhanjharpur,Simra
Jhanjharpur,Machhdhi
Jhanjharpur,Sukhet
Jhanjharpur,Godhanpur
Jhanjharpur,Sangram
Jhanjharpur,Pipraulia
Jhanjharpur,Dhepura
Jhanjharpur,Bistaul
Jhanjharpur,Raghunandanpur
Jhanjharpur,Kharaua
Jhanjharpur,Singdaha
Jhanjharpur,Sohpur
Jhanjharpur,Parsa
Jhanjharpur,Az Rakbe Sirkharia
Jhanjharpur,Sirkharia
Jhanjharpur,Dewa Lawani
Jhanjharpur,Parmanandpur
Jhanjharpur,Lawani
Ghoghardiha,Lachhminia
Ghoghardiha,Chhojrena
Ghoghardiha,Bhabtiahi
Ghoghardiha,Parsa
Ghoghardiha,Bathnaha
Ghoghardiha,Barhampur
Ghoghardiha,Balan Sher
Ghoghardiha,Bishunpur
Ghoghardiha,Nathopur
Ghoghardiha,Konar
Ghoghardiha,Khopa
Ghoghardiha,Ekhara
Ghoghardiha,Pipraulia
Ghoghardiha,Behrari
Ghoghardiha,Kiritpur
Ghoghardiha,Az Rakbe Sudai
Ghoghardiha,Sudai Ratauli
Ghoghardiha,Belmohan
Ghoghardiha,Sangi
Ghoghardiha,Kasirampatti
Ghoghardiha,Tharbitia
Ghoghardiha,Tilat
Ghoghardiha,Mahadewa
Ghoghardiha,Indarwa
Ghoghardiha,Hulaspatti
Ghoghardiha,Baswari
Ghoghardiha,Pipra Kamalpur
Ghoghardiha,Alola
Ghoghardiha,Harari
Ghoghardiha,Mainahi
Ghoghardiha,Baranjhula
Ghoghardiha,Amahi
Ghoghardiha,Deonathpatti
Ghoghardiha,Sarauti
Ghoghardiha,Nighma
Ghoghardiha,Nawabakhar
Ghoghardiha,Dhanpat Barhi
Ghoghardiha,Hatni
Ghoghardiha,Pirojgarh
Ghoghardiha,Kewatna
Ghoghardiha,Bishuharia
Ghoghardiha,Chikna
Ghoghardiha,Bhirahar
Ghoghardiha,Biraul
Ghoghardiha,Rajuahi
Ghoghardiha,Sahorwa
Ghoghardiha,Dhabghat
Lakhnaur,Manmohan
Lakhnaur,Sonbarsa
Lakhnaur,Bahera
Lakhnaur,Amarupi
Lakhnaur,Biharpur
Lakhnaur,Nemua
Lakhnaur,Bodai
Lakhnaur,Baswa
Lakhnaur,Sirkharia
Lakhnaur,Ramauli
Lakhnaur,Tamoria
Lakhnaur,Sonre
Lakhnaur,Bishunpatti
Lakhnaur,Kachhwi
Lakhnaur,Berma
Lakhnaur,Bhakhrauli
Lakhnaur,Bijulipur
Lakhnaur,Kachhua
Lakhnaur,Maibi
Lakhnaur,Belauncha
Lakhnaur,Siwaisinghpur
Lakhnaur,Az Rakbe Siwaisinghpur
Lakhnaur,Dip
Lakhnaur,Az Rakbe Dip
Lakhnaur,Raghonagar
Lakhnaur,Behat
Lakhnaur,Kaithinia
Lakhnaur,Rutaul
Lakhnaur,Madanpur
Lakhnaur,Sohrai
Lakhnaur,Kolahi
Lakhnaur,Daia Khaorwar
Lakhnaur,Gongapur
Lakhnaur,Sonarpatti
Lakhnaur,Lakhnaur
Lakhnaur,Ankusi
Lakhnaur,Garha
Lakhnaur,Gunakarpur
Lakhnaur,Kasiam
Lakhnaur,Lakhnaur Barmotar
Lakhnaur,Balia
Lakhnaur,Umri
Lakhnaur,Laufa
Lakhnaur,Pure
Madhepur,Kalikapur
Madhepur,Matras
Madhepur,Bishunpur
Madhepur,Pauni
Madhepur,Az Rakbe Pauni
Madhepur,Chapram
Madhepur,Shankarpur
Madhepur,Desam
Madhepur,Az Rakbe Desam
Madhepur,Tardiha
Madhepur,Gopalpatti
Madhepur,Semraha
Madhepur,Bath
Madhepur,Sundar Birajit
Madhepur,Adit Dih
Madhepur,Pachahi
Madhepur,Madhepur
Madhepur,Sikaria
Madhepur,Asam
Madhepur,Mahisan
Madhepur,Sarauni
Madhepur,Bhumpur
Madhepur,Nawada
Madhepur,Kapar Phora
Madhepur,Tingri
Madhepur,Rupauli
Madhepur,Kurson
Madhepur,Pakhaul
Madhepur,Chunni
Madhepur,Bhakrain
Madhepur,Betauna
Madhepur,Chandradip
Madhepur,Khajura
Madhepur,Parsad
Madhepur,Az Rakbe Sidhi Tajpur
Madhepur,Banki
Madhepur,Birpur
Madhepur,Bhit Bhagwanpur
Madhepur,Hasauli Kaleanpur
Madhepur,Az Rakbe Bhit Bhagwanpur
Madhepur,Mahasingh Hasauli
Madhepur,Daldal
Madhepur,Madanpur
Madhepur,Khor
Madhepur,Bahera
Madhepur,Birpur Burh
Madhepur,Rohua
Madhepur,Ratwara
Madhepur,Nahri Jagarnathpur
Madhepur,Karhara
Madhepur,Doalakh
Madhepur,Kharik
Madhepur,Madhu Sagram
Madhepur,Jagir Sagram
Madhepur,Bheja
Madhepur,Barsham
Madhepur,Sijhaul
Madhepur,Khajuri
Madhepur,Parsauni
Madhepur,Balthi
Madhepur,Parwalpur
Madhepur,Bakwa
Madhepur,Bhargawan
Madhepur,Tangraha
Madhepur,Mani Mahpatia
Madhepur,Lilja
Madhepur,Mahpatia
Madhepur,Chhatauni
Madhepur,Mahsa
Madhepur,Bhawanipur
Madhepur,Bagewa
Madhepur,Rampur
Madhepur,Mainahi
Madhepur,Parriahi
Madhepur,Luchpani
Madhepur,Gobargarha
Madhepur,Asurgarh
Madhepur,Garhgaon
Madhepur,Basipatti
Madhepur,Goiahi
Madhepur,Bhagta
Madhepur,Dara
Madhepur,Bela
Madhepur,Harshankri
Nirmali,Kunali
Nirmali,Kamalpur
Nirmali,Harpur
Nirmali,Bathnaha
Nirmali,Bilandi
Nirmali,Dharhara
Nirmali,Banania
Nirmali,Repauli
Nirmali,Dagmara
Nirmali,Sikrahata
Nirmali,Dudhaila
Nirmali,Dighia
Nirmali,Bela
Nirmali,Maura
Nirmali,Raharia
Nirmali,Tharia
Nirmali,Majhari
Nirmali,Jhahura
Nirmali,Lagunia
Nirmali,Mahua
Nirmali,Hanriahi
Nirmali,Jarauli
Basantpur,Bhimnagar
Basantpur,Lalpur
Basantpur,Khantaha
Basantpur,Fatehpur
Basantpur,Basantpur
Basantpur,Kapurah
Basantpur,Barantpur
Basantpur,Baijnathpur
Basantpur,Raghunathpur
Basantpur,Raniganj
Basantpur,Shibnagar
Basantpur,Dubiahi
Basantpur,Madhora
Basantpur,Bahadurganj
Basantpur,Panchpanduria
Basantpur,Dumri Milik
Basantpur,Saranpur
Basantpur,Piprahipatti Golari
Basantpur,Dharha
Basantpur,Chhitauni
Basantpur,Dharhapatti
Basantpur,Dharhapatti Az Rakbe Chandip
Basantpur,Dharhapatti Az Rekbe Chandip
Basantpur,Lachhmipur
Basantpur,Parsahi
Basantpur,Narpat Patti
Basantpur,Bahtunia Urf Satan Patti
Basantpur,Piprahigot
Basantpur,Buchunoa
Basantpur,Dhena
Basantpur,Ratanpur
Basantpur,Bahorwa
Basantpur,Bhagwanpur
Basantpur,Saheban
Basantpur,Samda
Basantpur,Kataia
Basantpur,Bhawanipur
Basantpur,Hirde Nagar
Basantpur,Hanuman Nagar
Basantpur,Mohanpur
Basantpur,Hedolwa
Basantpur,Balbhadarpur
Basantpur,Barhampur
Basantpur,Kusahar
Basantpur,Kusahar Arazi
Basantpur,Sitapur
Basantpur,Bishunpur Chaudhary
Basantpur,Parwaha Chakla
Basantpur,Surea Urf Siripur
Basantpur,Kamatpur
Basantpur,Derbandhe
Basantpur,Sonapur
Basantpur,Garhaua
Basantpur,Baisi Chakla
Basantpur,Rampur
Basantpur,Parwaha
Basantpur,Nirmali
Basantpur,Bishunpur Shiwaram
Basantpur,Nathpatti
Basantpur,Bishunpur Ghansham
Basantpur,Lobiparas
Basantpur,Bauraha
Basantpur,Banaili Patti
Basantpur,Munshi Piprahi
Basantpur,Gidarmari
Basantpur,Kamat Arazi
Basantpur,Jagir Arazi Kaskapur
Basantpur,Koskapur
Basantpur,Ranipatti
Basantpur,Piprahinag
Basantpur,Jhirwa
Basantpur,Parmanandpur
Basantpur,Puraini
Basantpur,Ghauspurpatti
Basantpur,Shankarpur
Basantpur,Kochgawan
Basantpur,Sobhankarpur
Basantpur,Bairia Mal
Basantpur,Bairia Arazi
Basantpur,Bairia Chawdhari
Basantpur,Sahajpur
Basantpur,Padampur
Basantpur,Bairia Kamal
Basantpur,Koyali
Basantpur,Lalpurgot
Basantpur,Dhansipatti
Basantpur,Parsa Milik
Basantpur,Parsa
Basantpur,Parsa Kalan
Basantpur,Nathbari
Basantpur,Tulsipatti
Chhatapur,Gurdharia
Chhatapur,Gareria Chakla
Chhatapur,Balua
Chhatapur,Bishunpur Ghulami
Chhatapur,Bhawanipur Tharha
Chhatapur,Matiari
Chhatapur,Barhmotar
Chhatapur,Mahadeopatti
Chhatapur,Tengri
Chhatapur,Chapain
Chhatapur,Chainpur
Chhatapur,Bhimpur
Chhatapur,Keola
Chhatapur,Jiwachhpur
Chhatapur,Belaganj
Chhatapur,Gobindpur Kalan
Chhatapur,Bardaha Jainagar
Chhatapur,Madhubani
Chhatapur,Dodra
Chhatapur,Kalikapur
